order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,total_fulfillment_time,prep_time_share,delivery_time_share,rating_given,rating_value,is_promoter,is_weekend,cost_band,customer_order_count,is_repeat_customer,restaurant_order_count,cuisine_order_count,cuisine_grouped,is_low_volume_restaurant
1477126,41409,Nobu Next Door,Japanese,15.76,Weekday,Not given,33,31,64,0.516,0.484,False,,False,False,Medium,3,True,42,470,Japanese,False
1478158,232035,Balade,Middle Eastern,9.22,Weekday,5,25,24,49,0.51,0.49,True,5.0,True,False,Low,5,True,1,49,Middle Eastern,True
1476586,173667,Osteria Morini,Italian,8.88,Weekend,Not given,34,26,60,0.567,0.433,False,,False,True,Low,1,False,14,298,Italian,False
1477951,242689,The Odeon,American,13.92,Weekend,Not given,34,23,57,0.596,0.404,False,,False,True,Medium,1,False,3,584,American,True
1477472,67845,RedFarm Hudson,Chinese,29.34,Weekend,5,27,29,56,0.482,0.518,True,5.0,True,True,High,1,False,55,215,Chinese,False
1476738,233614,Yama 49,Japanese,22.36,Weekend,Not given,33,25,58,0.569,0.431,False,,False,True,High,1,False,5,470,Japanese,False
1477445,97079,Donburi-ya,Japanese,5.77,Weekend,Not given,27,29,56,0.482,0.518,False,,False,True,Low,6,True,7,470,Japanese,False
1477738,97346,Osteria Morini,Italian,12.13,Weekend,5,22,26,48,0.458,0.542,True,5.0,True,True,Low,4,True,14,298,Italian,False
1477403,87603,The Meatball Shop,American,6.69,Weekend,4,27,27,54,0.5,0.5,True,4.0,True,True,Low,1,False,132,584,American,False
1477392,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.57,Weekend,4,31,20,51,0.608,0.392,True,4.0,True,True,Medium,2,True,23,77,Mexican,False
1476877,53289,The Loop,Japanese,4.66,Weekend,Not given,34,25,59,0.576,0.424,False,,False,True,Low,2,True,4,470,Japanese,False
1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5,33,18,51,0.647,0.353,True,5.0,True,True,Medium,3,True,59,215,Chinese,False
1477586,84087,The Meatball Shop,Italian,8.78,Weekday,5,34,33,67,0.507,0.493,True,5.0,True,False,Low,5,True,132,298,Italian,False
1477936,133202,Blue Ribbon Sushi,Japanese,9.17,Weekend,Not given,27,29,56,0.482,0.518,False,,False,True,Low,4,True,119,470,Japanese,False
1478209,63141,Shake Shack,American,29.1,Weekend,Not given,23,28,51,0.451,0.549,False,,False,True,High,1,False,219,584,American,False
1477643,139827,RedFarm Hudson,Chinese,5.77,Weekend,4,33,28,61,0.541,0.459,True,4.0,True,True,Low,1,False,55,215,Chinese,False
1477809,148499,Posto,Italian,24.25,Weekend,Not given,23,25,48,0.479,0.521,False,,False,True,High,1,False,1,298,Italian,True
1478380,110091,The Meatball Shop,Italian,9.41,Weekday,5,30,32,62,0.484,0.516,True,5.0,True,False,Low,2,True,132,298,Italian,False
1477516,52256,Han Dynasty,Chinese,29.15,Weekend,Not given,31,19,50,0.62,0.38,False,,False,True,High,3,True,46,215,Chinese,False
1476915,142273,Pepe Rosso To Go,Italian,15.57,Weekend,5,29,27,56,0.518,0.482,True,5.0,True,True,Medium,1,False,7,298,Italian,False
1478109,87006,Nobu Next Door,Japanese,11.59,Weekend,5,26,24,50,0.52,0.48,True,5.0,True,True,Low,4,True,42,470,Japanese,False
1476914,141445,Parm,Italian,16.3,Weekend,3,26,23,49,0.531,0.469,True,3.0,False,True,Medium,1,False,68,298,Italian,False
1477463,66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5,25,30,55,0.455,0.545,True,5.0,True,False,Low,1,False,7,46,Mediterranean,False
1477521,113972,RedFarm Hudson,Chinese,12.08,Weekday,Not given,21,26,47,0.447,0.553,False,,False,False,Low,4,True,55,215,Chinese,False
1477427,291891,The Kati Roll Company,Indian,17.03,Weekend,5,24,22,46,0.522,0.478,True,5.0,True,True,Medium,2,True,16,73,Indian,False
1476944,105614,Terakawa Ramen,Japanese,8.54,Weekday,3,27,25,52,0.519,0.481,True,3.0,False,False,Low,1,False,3,470,Japanese,True
1477929,87006,Nobu Next Door,Japanese,6.74,Weekend,Not given,31,29,60,0.517,0.483,False,,False,True,Low,4,True,42,470,Japanese,False
1477220,41249,Kambi Ramen House,Japanese,32.93,Weekend,5,35,19,54,0.648,0.352,True,5.0,True,True,High,1,False,1,470,Japanese,True
1476866,42018,Blue Ribbon Sushi,Japanese,12.18,Weekday,Not given,34,32,66,0.515,0.485,False,,False,False,Low,2,True,119,470,Japanese,False
1477037,79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3,33,21,54,0.611,0.389,True,3.0,False,True,Medium,4,True,119,470,Japanese,False
1477495,92806,Shake Shack,American,14.94,Weekday,Not given,33,31,64,0.516,0.484,False,,False,False,Medium,3,True,219,584,American,False
1477248,349123,Shake Shack,American,12.95,Weekday,5,20,30,50,0.4,0.6,True,5.0,True,False,Medium,1,False,219,584,American,False
1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4,31,25,56,0.554,0.446,True,4.0,True,False,High,1,False,25,46,Mediterranean,False
1477238,87727,Blue Ribbon Sushi,Japanese,13.87,Weekend,Not given,28,28,56,0.5,0.5,False,,False,True,Medium,1,False,119,470,Japanese,False
1478052,77544,Shake Shack,American,24.3,Weekend,4,35,16,51,0.686,0.314,True,4.0,True,True,High,2,True,219,584,American,False
1477130,365469,Wo Hop Restaurant,Chinese,14.16,Weekend,4,22,16,38,0.579,0.421,True,4.0,True,True,Medium,1,False,1,215,Chinese,True
1477856,143984,The Smile,American,25.17,Weekend,3,31,15,46,0.674,0.326,True,3.0,False,True,High,3,True,18,584,American,False
1477592,87357,Shake Shack,American,31.43,Weekend,5,30,19,49,0.612,0.388,True,5.0,True,True,High,2,True,219,584,American,False
1477659,54093,Shake Shack,American,13.0,Weekend,Not given,20,18,38,0.526,0.474,False,,False,True,Medium,1,False,219,584,American,False
1477661,122852,Blue Ribbon Fried Chicken,American,24.2,Weekend,Not given,28,29,57,0.491,0.509,False,,False,True,High,1,False,96,584,American,False
1477230,284455,Shake Shack,American,12.66,Weekend,5,35,24,59,0.593,0.407,True,5.0,True,True,Medium,1,False,219,584,American,False
1476624,117810,Momoya,Japanese,6.84,Weekday,Not given,21,24,45,0.467,0.533,False,,False,False,Low,4,True,30,470,Japanese,False
1477832,100778,Spice Thai,Thai,15.86,Weekend,Not given,34,25,59,0.576,0.424,False,,False,True,Medium,2,True,1,19,Other,True
1477749,362842,Cafe Habana,Mexican,9.75,Weekday,5,34,30,64,0.531,0.469,True,5.0,True,False,Low,1,False,16,77,Mexican,False
1478037,97346,da Umberto,Italian,7.61,Weekend,Not given,23,26,49,0.469,0.531,False,,False,True,Low,4,True,3,298,Italian,True
1477109,208020,Sushi of Gari 46,Japanese,29.05,Weekend,Not given,21,23,44,0.477,0.523,False,,False,True,High,2,True,37,470,Japanese,False
1476902,165110,Room Service,Thai,22.31,Weekend,Not given,22,15,37,0.595,0.405,False,,False,True,High,2,True,3,19,Other,True
1476916,52832,Dickson's Farmstand Meats,American,15.72,Weekend,4,23,28,51,0.451,0.549,True,4.0,True,True,Medium,13,True,3,584,American,True
1476703,405334,TAO,Japanese,25.22,Weekend,Not given,26,16,42,0.619,0.381,False,,False,True,High,1,False,49,470,Japanese,False
1477785,77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4,32,29,61,0.525,0.475,True,4.0,True,True,High,1,False,9,215,Chinese,False
1476650,88201,J. G. Melon,American,8.35,Weekend,5,29,23,52,0.558,0.442,True,5.0,True,True,Low,1,False,15,584,American,False
1476643,88185,Momoya,Japanese,22.85,Weekend,4,32,17,49,0.653,0.347,True,4.0,True,True,High,1,False,30,470,Japanese,False
1477371,369452,UVA Wine Bar & Restaurant,Italian,29.15,Weekend,Not given,29,30,59,0.492,0.508,False,,False,True,High,1,False,2,298,Italian,True
1476994,141576,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekday,5,23,28,51,0.451,0.549,True,5.0,True,False,Medium,1,False,44,470,Japanese,False
1476934,126134,Jack's Wife Freda,Mediterranean,32.93,Weekend,3,21,16,37,0.568,0.432,True,3.0,False,True,High,1,False,25,46,Mediterranean,False
1476954,97370,Momoya,Japanese,14.21,Weekend,Not given,24,30,54,0.444,0.556,False,,False,True,Medium,1,False,30,470,Japanese,False
1478160,52832,Donburi-ya,Japanese,15.86,Weekday,5,28,28,56,0.5,0.5,True,5.0,True,False,Medium,13,True,7,470,Japanese,False
1478228,86233,TAO,Japanese,15.28,Weekend,4,33,22,55,0.6,0.4,True,4.0,True,True,Medium,1,False,49,470,Japanese,False
1478002,348096,The Meatball Shop,Italian,12.13,Weekend,5,34,16,50,0.68,0.32,True,5.0,True,True,Low,4,True,132,298,Italian,False
1478112,232542,The Meatball Shop,Italian,22.36,Weekend,4,35,21,56,0.625,0.375,True,4.0,True,True,High,1,False,132,298,Italian,False
1478114,237616,Shake Shack,American,5.68,Weekend,Not given,26,18,44,0.591,0.409,False,,False,True,Low,3,True,219,584,American,False
1477400,68775,Sushi of Gari Tribeca,Japanese,29.15,Weekend,4,22,17,39,0.564,0.436,True,4.0,True,True,High,3,True,24,470,Japanese,False
1478274,374826,Waverly Diner,American,22.8,Weekend,4,25,21,46,0.543,0.457,True,4.0,True,True,High,2,True,7,584,American,False
1477804,381020,The Meatball Shop,Italian,19.45,Weekend,5,21,19,40,0.525,0.475,True,5.0,True,True,High,3,True,132,298,Italian,False
1477572,150865,Vanessa's Dumpling House,Chinese,15.52,Weekend,5,20,23,43,0.465,0.535,True,5.0,True,True,Medium,3,True,9,215,Chinese,False
1476904,60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3,20,20,40,0.5,0.5,True,3.0,False,True,High,1,False,119,470,Japanese,False
1477336,94480,The Meatball Shop,Italian,32.93,Weekend,5,34,29,63,0.54,0.46,True,5.0,True,True,High,3,True,132,298,Italian,False
1476929,61181,S'MAC,American,24.2,Weekend,Not given,28,17,45,0.622,0.378,False,,False,True,High,3,True,12,584,American,False
1477812,93505,Rubirosa,Italian,24.2,Weekend,5,31,15,46,0.674,0.326,True,5.0,True,True,High,1,False,37,298,Italian,False
1477210,182080,Shake Shack,American,14.65,Weekday,Not given,26,33,59,0.441,0.559,False,,False,False,Medium,1,False,219,584,American,False
1477873,370053,Shake Shack,American,12.08,Weekend,3,29,24,53,0.547,0.453,True,3.0,False,True,Low,1,False,219,584,American,False
1477858,60052,Rubirosa,Italian,5.77,Weekend,Not given,27,21,48,0.562,0.438,False,,False,True,Low,6,True,37,298,Italian,False
1477788,270444,P.J. Clarke's,American,4.71,Weekend,Not given,23,15,38,0.605,0.395,False,,False,True,Low,2,True,15,584,American,False
1476711,106968,Blue Ribbon Fried Chicken,American,8.78,Weekend,Not given,22,26,48,0.458,0.542,False,,False,True,Low,2,True,96,584,American,False
1477997,186473,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,3,34,25,59,0.576,0.424,True,3.0,False,True,Medium,5,True,29,470,Japanese,False
1477523,53503,RedFarm Broadway,Chinese,12.23,Weekend,4,21,21,42,0.5,0.5,True,4.0,True,True,Medium,1,False,59,215,Chinese,False
1476572,356195,Blue Ribbon Fried Chicken,American,29.15,Weekday,5,20,29,49,0.408,0.592,True,5.0,True,False,High,1,False,96,584,American,False
1476895,105460,Burger Joint,American,13.1,Weekend,Not given,22,18,40,0.55,0.45,False,,False,True,Medium,1,False,12,584,American,False
1478236,121905,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.26,Weekend,4,21,21,42,0.5,0.5,True,4.0,True,True,High,2,True,23,77,Mexican,False
1476628,70456,Parm,Italian,12.56,Weekday,Not given,32,28,60,0.533,0.467,False,,False,False,Medium,1,False,68,298,Italian,False
1476927,62626,Sushi of Gari 46,Japanese,13.05,Weekend,Not given,24,22,46,0.522,0.478,False,,False,True,Medium,1,False,37,470,Japanese,False
1477547,242754,Rubirosa,Italian,13.92,Weekend,Not given,29,27,56,0.518,0.482,False,,False,True,Medium,1,False,37,298,Italian,False
1478349,229946,Balthazar Boulangerie,French,21.39,Weekend,Not given,35,29,64,0.547,0.453,False,,False,True,High,5,True,10,18,Other,False
1477850,216438,Blue Ribbon Sushi,Japanese,29.25,Weekend,Not given,33,17,50,0.66,0.34,False,,False,True,High,1,False,119,470,Japanese,False
1478048,101202,Burger Joint,American,12.18,Weekend,4,35,15,50,0.7,0.3,True,4.0,True,True,Low,1,False,12,584,American,False
1477133,175290,Shake Shack,American,12.18,Weekend,Not given,26,25,51,0.51,0.49,False,,False,True,Low,4,True,219,584,American,False
1476746,201471,ilili Restaurant,Middle Eastern,12.66,Weekend,5,21,15,36,0.583,0.417,True,5.0,True,True,Medium,2,True,18,49,Middle Eastern,False
1477724,80531,RedFarm Hudson,Chinese,12.18,Weekend,Not given,24,27,51,0.471,0.529,False,,False,True,Low,1,False,55,215,Chinese,False
1476911,74707,Bareburger,American,8.63,Weekend,4,21,22,43,0.488,0.512,True,4.0,True,True,Low,1,False,27,584,American,False
1478292,334373,Tamarind TriBeCa,Indian,12.18,Weekend,Not given,26,30,56,0.464,0.536,False,,False,True,Low,2,True,27,73,Indian,False
1478024,241719,Sushi of Gari Tribeca,Japanese,14.12,Weekend,Not given,21,29,50,0.42,0.58,False,,False,True,Medium,5,True,24,470,Japanese,False
1478281,58898,Blue Ribbon Sushi,Japanese,16.93,Weekend,4,30,25,55,0.545,0.455,True,4.0,True,True,Medium,4,True,119,470,Japanese,False
1478009,379538,Parm,Italian,6.79,Weekend,3,21,30,51,0.412,0.588,True,3.0,False,True,Low,1,False,68,298,Italian,False
1476898,174437,Han Dynasty,Chinese,29.2,Weekend,Not given,26,30,56,0.464,0.536,False,,False,True,High,1,False,46,215,Chinese,False
1477285,325285,RedFarm Broadway,Chinese,14.02,Weekday,Not given,25,26,51,0.49,0.51,False,,False,False,Medium,3,True,59,215,Chinese,False
1478335,84502,Nobu Next Door,Japanese,25.17,Weekend,4,31,29,60,0.517,0.483,True,4.0,True,True,High,1,False,42,470,Japanese,False
1477934,60052,RedFarm Broadway,Chinese,12.61,Weekend,5,28,21,49,0.571,0.429,True,5.0,True,True,Medium,6,True,59,215,Chinese,False
1476645,140477,Serafina Fabulous Pizza,Italian,13.68,Weekend,5,20,20,40,0.5,0.5,True,5.0,True,True,Medium,3,True,5,298,Italian,False
1477450,79215,Blue Ribbon Sushi,Japanese,11.93,Weekend,3,24,21,45,0.533,0.467,True,3.0,False,True,Low,4,True,119,470,Japanese,False
1477657,177078,Lantern Thai Kitchen,Thai,13.97,Weekend,Not given,28,29,57,0.491,0.509,False,,False,True,Medium,4,True,4,19,Other,False
1478135,276431,The Meatball Shop,Italian,14.02,Weekday,5,20,27,47,0.426,0.574,True,5.0,True,False,Medium,1,False,132,298,Italian,False
1477254,58898,Blue Ribbon Sushi,Japanese,8.1,Weekend,5,35,18,53,0.66,0.34,True,5.0,True,True,Low,4,True,119,470,Japanese,False
1477705,60397,Jack's Wife Freda,Mediterranean,12.18,Weekend,3,33,23,56,0.589,0.411,True,3.0,False,True,Low,1,False,25,46,Mediterranean,False
1477814,62359,Pylos,Mediterranean,35.41,Weekday,4,21,29,50,0.42,0.58,True,4.0,True,False,High,5,True,5,46,Mediterranean,False
1478059,53947,Gaia Italian Cafe,Italian,8.78,Weekend,Not given,25,15,40,0.625,0.375,False,,False,True,Low,2,True,1,298,Italian,True
1478192,54365,Shake Shack,American,16.25,Weekend,5,27,23,50,0.54,0.46,True,5.0,True,True,Medium,1,False,219,584,American,False
1477743,104130,Blue Ribbon Sushi,Japanese,6.64,Weekend,Not given,23,15,38,0.605,0.395,False,,False,True,Low,3,True,119,470,Japanese,False
1477203,60138,The Meatball Shop,American,15.86,Weekday,5,29,26,55,0.527,0.473,True,5.0,True,False,Medium,1,False,132,584,American,False
1477292,386766,Parm,Italian,17.03,Weekday,3,21,27,48,0.438,0.562,True,3.0,False,False,Medium,2,True,68,298,Italian,False
1477178,47440,Bareburger,American,24.2,Weekend,4,23,23,46,0.5,0.5,True,4.0,True,True,High,10,True,27,584,American,False
1478283,167986,J. G. Melon,American,8.25,Weekday,3,34,33,67,0.507,0.493,True,3.0,False,False,Low,1,False,15,584,American,False
1477321,89844,Five Guys Burgers and Fries,American,12.08,Weekend,Not given,20,18,38,0.526,0.474,False,,False,True,Low,1,False,29,584,American,False
1477322,355592,Café China,Chinese,12.13,Weekend,Not given,27,25,52,0.519,0.481,False,,False,True,Low,2,True,6,215,Chinese,False
1477879,362961,ilili Restaurant,Middle Eastern,16.49,Weekend,4,30,28,58,0.517,0.483,True,4.0,True,True,Medium,1,False,18,49,Middle Eastern,False
1476741,318095,Blue Ribbon Sushi Izakaya,Japanese,6.79,Weekend,5,32,30,62,0.516,0.484,True,5.0,True,True,Low,1,False,29,470,Japanese,False
1478303,72639,Sushi of Gari,Japanese,10.72,Weekday,Not given,30,26,56,0.536,0.464,False,,False,False,Low,2,True,16,470,Japanese,False
1476647,294246,Piccolo Angolo,Italian,19.35,Weekend,Not given,29,29,58,0.5,0.5,False,,False,True,Medium,1,False,2,298,Italian,True
1476669,142677,Chola Eclectic Indian Cuisine,Indian,8.73,Weekend,5,30,28,58,0.517,0.483,True,5.0,True,True,Low,1,False,1,73,Indian,True
1477049,175101,TAO,Japanese,9.65,Weekend,4,25,18,43,0.581,0.419,True,4.0,True,True,Low,2,True,49,470,Japanese,False
1477602,320493,Vanessa's Dumplings,Chinese,16.78,Weekend,5,27,29,56,0.482,0.518,True,5.0,True,True,Medium,2,True,13,215,Chinese,False
1477088,129486,Mamoun's Falafel,Mediterranean,12.61,Weekend,4,21,17,38,0.553,0.447,True,4.0,True,True,Medium,2,True,7,46,Mediterranean,False
1476964,81405,RedFarm Broadway,Chinese,24.25,Weekend,5,29,22,51,0.569,0.431,True,5.0,True,True,High,1,False,59,215,Chinese,False
1477981,154464,Westville Hudson,American,11.16,Weekend,4,24,20,44,0.545,0.455,True,4.0,True,True,Low,1,False,15,584,American,False
1476717,151191,Pongsri Thai,Thai,20.18,Weekday,Not given,23,25,48,0.479,0.521,False,,False,False,High,2,True,2,19,Other,True
1477851,66373,Blue Ribbon Sushi Izakaya,Japanese,32.93,Weekend,4,21,19,40,0.525,0.475,True,4.0,True,True,High,2,True,29,470,Japanese,False
1478063,367093,Parm,Italian,15.86,Weekday,Not given,30,24,54,0.556,0.444,False,,False,False,Medium,1,False,68,298,Italian,False
1477636,94909,Parm,Italian,12.13,Weekend,4,29,26,55,0.527,0.473,True,4.0,True,True,Low,1,False,68,298,Italian,False
1477763,111356,Blue Ribbon Sushi,Japanese,13.87,Weekday,Not given,31,30,61,0.508,0.492,False,,False,False,Medium,3,True,119,470,Japanese,False
1477944,70564,Rubirosa,Italian,14.12,Weekday,3,26,27,53,0.491,0.509,True,3.0,False,False,Medium,3,True,37,298,Italian,False
1478073,121686,TAO,Japanese,24.25,Weekend,4,22,21,43,0.512,0.488,True,4.0,True,True,High,1,False,49,470,Japanese,False
1478357,142356,Blue Ribbon Sushi,Japanese,14.07,Weekday,Not given,35,29,64,0.547,0.453,False,,False,False,Medium,4,True,119,470,Japanese,False
1478055,7567,indikitch,Indian,5.58,Weekend,Not given,35,30,65,0.538,0.462,False,,False,True,Low,1,False,4,73,Indian,False
1476815,39029,Prosperity Dumpling,Chinese,13.63,Weekend,5,25,24,49,0.51,0.49,True,5.0,True,True,Medium,1,False,3,215,Chinese,True
1477019,62359,RedFarm Hudson,Chinese,15.52,Weekend,5,30,18,48,0.625,0.375,True,5.0,True,True,Medium,5,True,55,215,Chinese,False
1477159,283310,Shake Shack,American,8.73,Weekend,Not given,35,17,52,0.673,0.327,False,,False,True,Low,1,False,219,584,American,False
1478409,151333,Melt Shop,American,25.27,Weekend,5,27,30,57,0.474,0.526,True,5.0,True,True,High,1,False,11,584,American,False
1477471,103147,Hot Kitchen,Chinese,29.54,Weekend,5,34,28,62,0.548,0.452,True,5.0,True,True,High,2,True,2,215,Chinese,True
1476747,115213,Junoon,Indian,9.22,Weekday,Not given,30,32,62,0.484,0.516,False,,False,False,Low,6,True,5,73,Indian,False
1477165,128600,Blue Ribbon Fried Chicken,American,15.33,Weekend,Not given,23,15,38,0.605,0.395,False,,False,True,Medium,3,True,96,584,American,False
1477378,115610,Tamarind TriBeCa,Indian,12.13,Weekend,Not given,35,20,55,0.636,0.364,False,,False,True,Low,3,True,27,73,Indian,False
1476803,73873,Han Dynasty,Chinese,14.02,Weekend,Not given,24,15,39,0.615,0.385,False,,False,True,Medium,1,False,46,215,Chinese,False
1477792,270525,The Smile,American,8.39,Weekday,Not given,20,31,51,0.392,0.608,False,,False,False,Low,4,True,18,584,American,False
1478331,42424,Han Dynasty,Chinese,12.13,Weekend,5,33,27,60,0.55,0.45,True,5.0,True,True,Low,1,False,46,215,Chinese,False
1478319,84087,The Meatball Shop,Italian,16.49,Weekend,3,22,28,50,0.44,0.56,True,3.0,False,True,Medium,5,True,132,298,Italian,False
1477090,54081,Osteria Morini,Italian,9.22,Weekday,4,29,33,62,0.468,0.532,True,4.0,True,False,Low,1,False,14,298,Italian,False
1477623,41136,The Meatball Shop,Italian,19.35,Weekend,Not given,27,20,47,0.574,0.426,False,,False,True,Medium,1,False,132,298,Italian,False
1477098,304509,RedFarm Broadway,Chinese,22.8,Weekday,Not given,33,33,66,0.5,0.5,False,,False,False,High,1,False,59,215,Chinese,False
1477399,378482,Shake Shack,American,29.49,Weekend,Not given,34,24,58,0.586,0.414,False,,False,True,High,4,True,219,584,American,False
1476649,38116,Ravagh Persian Grill,Middle Eastern,16.93,Weekend,Not given,33,21,54,0.611,0.389,False,,False,True,Medium,1,False,3,49,Middle Eastern,True
1478288,58231,Rohm Thai,Thai,29.1,Weekend,Not given,31,23,54,0.574,0.426,False,,False,True,High,1,False,1,19,Other,True
1477719,367051,RedFarm Hudson,Chinese,15.04,Weekend,3,35,25,60,0.583,0.417,True,3.0,False,True,Medium,1,False,55,215,Chinese,False
1477816,187187,Momoya,Japanese,11.59,Weekend,3,24,29,53,0.453,0.547,True,3.0,False,True,Low,1,False,30,470,Japanese,False
1477777,73175,Hill Country Fried Chicken,Southern,31.43,Weekday,5,25,28,53,0.472,0.528,True,5.0,True,False,High,1,False,14,17,Other,False
1476637,49695,Blue Ribbon Fried Chicken,American,18.24,Weekend,Not given,21,16,37,0.568,0.432,False,,False,True,Medium,1,False,96,584,American,False
1477349,52327,Nobu Next Door,Japanese,4.47,Weekend,5,28,26,54,0.519,0.481,True,5.0,True,True,Low,2,True,42,470,Japanese,False
1478222,370656,Vanessa's Dumplings,Chinese,8.98,Weekend,Not given,20,20,40,0.5,0.5,False,,False,True,Low,2,True,13,215,Chinese,False
1476774,114400,Shake Shack,American,29.39,Weekday,Not given,23,33,56,0.411,0.589,False,,False,False,High,1,False,219,584,American,False
1478421,59673,Dig Inn Seasonal Market,American,15.71,Weekday,5,27,26,53,0.509,0.491,True,5.0,True,False,Medium,3,True,1,584,American,True
1476775,66636,Shake Shack,American,29.1,Weekday,5,29,31,60,0.483,0.517,True,5.0,True,False,High,2,True,219,584,American,False
1478087,96921,Bareburger,American,8.39,Weekend,3,27,30,57,0.474,0.526,True,3.0,False,True,Low,1,False,27,584,American,False
1476710,65009,Blue Ribbon Sushi Izakaya,Japanese,8.93,Weekend,5,28,18,46,0.609,0.391,True,5.0,True,True,Low,7,True,29,470,Japanese,False
1478395,283052,Han Dynasty,Chinese,13.0,Weekend,4,32,22,54,0.593,0.407,True,4.0,True,True,Medium,1,False,46,215,Chinese,False
1478265,52832,Dos Caminos,Mexican,16.06,Weekend,Not given,35,19,54,0.648,0.352,False,,False,True,Medium,13,True,8,77,Mexican,False
1476625,348352,Olea,Mediterranean,6.69,Weekday,Not given,20,28,48,0.417,0.583,False,,False,False,Low,1,False,3,46,Mediterranean,True
1477413,325272,Shake Shack,American,16.1,Weekend,Not given,28,24,52,0.538,0.462,False,,False,True,Medium,2,True,219,584,American,False
1477485,165695,Jack's Wife Freda,Mediterranean,6.69,Weekend,5,21,16,37,0.568,0.432,True,5.0,True,True,Low,3,True,25,46,Mediterranean,False
1476708,126026,Nobu Next Door,Japanese,9.51,Weekend,Not given,25,29,54,0.463,0.537,False,,False,True,Low,1,False,42,470,Japanese,False
1477168,352130,TAO,Japanese,12.08,Weekend,Not given,24,30,54,0.444,0.556,False,,False,True,Low,1,False,49,470,Japanese,False
1476872,42018,Blue Ribbon Sushi,Japanese,5.82,Weekday,Not given,27,28,55,0.491,0.509,False,,False,False,Low,2,True,119,470,Japanese,False
1477161,263426,Nobu Next Door,Japanese,9.41,Weekend,Not given,32,30,62,0.516,0.484,False,,False,True,Low,4,True,42,470,Japanese,False
1477799,399520,Xe May Sandwich Shop,Vietnamese,14.07,Weekday,Not given,28,28,56,0.5,0.5,False,,False,False,Medium,2,True,2,7,Other,True
1477309,64151,Rubirosa,Italian,22.8,Weekday,5,32,27,59,0.542,0.458,True,5.0,True,False,High,4,True,37,298,Italian,False
1478132,74762,Cafeteria,American,12.23,Weekday,Not given,26,25,51,0.51,0.49,False,,False,False,Medium,1,False,9,584,American,False
1477456,124085,Blue Ribbon Sushi Bar & Grill,Japanese,15.91,Weekend,Not given,31,16,47,0.66,0.34,False,,False,True,Medium,2,True,44,470,Japanese,False
1477678,102085,Otto Enoteca Pizzeria,Italian,9.61,Weekend,5,26,30,56,0.464,0.536,True,5.0,True,True,Low,1,False,12,298,Italian,False
1477428,77857,Shake Shack,American,8.0,Weekend,4,24,30,54,0.444,0.556,True,4.0,True,True,Low,2,True,219,584,American,False
1477359,373285,RedFarm Hudson,Chinese,12.08,Weekend,Not given,21,24,45,0.467,0.533,False,,False,True,Low,1,False,55,215,Chinese,False
1477542,59673,Shake Shack,American,12.08,Weekday,Not given,27,27,54,0.5,0.5,False,,False,False,Low,3,True,219,584,American,False
1477945,63096,Rubirosa,Italian,14.12,Weekend,Not given,33,15,48,0.688,0.312,False,,False,True,Medium,2,True,37,298,Italian,False
1477211,304365,Sarabeth's Restaurant,American,21.93,Weekend,Not given,25,27,52,0.481,0.519,False,,False,True,High,2,True,7,584,American,False
1477315,176622,Cafe Mogador,Middle Eastern,15.91,Weekend,5,32,15,47,0.681,0.319,True,5.0,True,True,Medium,2,True,18,49,Middle Eastern,False
1478058,200631,Amy Ruth's,Southern,7.38,Weekday,4,24,29,53,0.453,0.547,True,4.0,True,False,Low,1,False,3,17,Other,True
1476678,91817,Shake Shack,American,21.39,Weekend,4,28,18,46,0.609,0.391,True,4.0,True,True,High,5,True,219,584,American,False
1478363,138024,Cho Dang Gol,Korean,29.25,Weekend,4,23,21,44,0.523,0.477,True,4.0,True,True,High,2,True,6,13,Other,False
1477288,47879,El Parador Cafe,Mexican,13.19,Weekday,5,22,28,50,0.44,0.56,True,5.0,True,False,Medium,1,False,2,77,Mexican,True
1478350,132753,Vanessa's Dumplings,Chinese,15.57,Weekend,5,33,28,61,0.541,0.459,True,5.0,True,True,Medium,1,False,13,215,Chinese,False
1477651,404649,Parm,Italian,19.45,Weekday,Not given,28,28,56,0.5,0.5,False,,False,False,High,1,False,68,298,Italian,False
1476977,41246,Shake Shack,American,25.17,Weekend,5,27,26,53,0.509,0.491,True,5.0,True,True,High,2,True,219,584,American,False
1477544,113972,RedFarm Hudson,Chinese,19.35,Weekend,4,31,15,46,0.674,0.326,True,4.0,True,True,Medium,4,True,55,215,Chinese,False
1477487,209552,TAO,Japanese,12.61,Weekend,5,32,24,56,0.571,0.429,True,5.0,True,True,Medium,1,False,49,470,Japanese,False
1477187,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.13,Weekend,5,34,19,53,0.642,0.358,True,5.0,True,True,Low,2,True,23,77,Mexican,False
